Order	Suborder	Family	Cross	Condition	Distance
Lepidoptera	"Butterfly"	Hesperiidae	Pelopidas_agna_X_Pelopidas_mathias	Field	0.0434782608695652
Lepidoptera	"Butterfly"	Nymphalidae	Phyciodes_batesii_X_Phyciodes_tharos	Laboratory	0.0152224824355972
Lepidoptera	"Butterfly"	Nymphalidae	Phyciodes_cocyta_X_Phyciodes_tharos	Laboratory	0.0176056338028169
Lepidoptera	"Moth"	Lasiocampidae	Phyllodesma_ilicifolia_X_Phyllodesma_tremulifolia	Laboratory	0
Lepidoptera	"Butterfly"	Pieridae	Pieris_bryoniae_X_Pieris_napi	Laboratory	0.0167173252279635
Lepidoptera	"Butterfly"	Pieridae	Pieris_dulcinea_X_Pieris_napi	Laboratory	0.0197674418604651
Lepidoptera	"Butterfly"	Pieridae	Pieris_ergane_X_Pieris_napi	Laboratory	0.0453488372093023
Lepidoptera	"Butterfly"	Pieridae	Pieris_mannii_X_Pieris_napi	Laboratory	0.074468085106383
Lepidoptera	"Butterfly"	Pieridae	Pieris_mannii_X_Pieris_rapae	Laboratory	0.0395136778115502
Lepidoptera	"Butterfly"	Pieridae	Pieris_marginalis_X_Pieris_napi	Laboratory	0.013677811550152
Lepidoptera	"Butterfly"	Pieridae	Pieris_marginalis_X_Pieris_oleracea	Laboratory	0.0167427701674277
Lepidoptera	"Butterfly"	Pieridae	Pieris_melete_X_Pieris_napi	Laboratory	0.0456570155902004
Lepidoptera	"Butterfly"	Pieridae	Pieris_microstriata_X_Pieris_napi	Laboratory	0.0120481927710843
Lepidoptera	"Butterfly"	Pieridae	Pieris_napi_X_Pieris_bryoniae	Laboratory	0.0167173252279635
Lepidoptera	"Butterfly"	Pieridae	Pieris_napi_X_Pieris_oleracea	Laboratory	0.0167173252279635
Lepidoptera	"Butterfly"	Pieridae	Pieris_napi_X_Pieris_rapae	Laboratory	0.0735785953177258
Lepidoptera	"Butterfly"	Pieridae	Pieris_napi_X_Pieris_virginiensis	Laboratory	0.0197568389057751
Lepidoptera	"Butterfly"	Pieridae	Pieris_rapae_X_Pontia_daplidice	Laboratory	0.095397489539749
Lepidoptera	"Butterfly"	Lycaenidae	Plebejus_idas_X_Plebejus_melissa	Field	0.0170818505338078
Lepidoptera	"Butterfly"	Pieridae	Pontia_daplidice_X_Pontia_edusa	Field	0.0735294117647059
Lepidoptera	"Butterfly"	Pieridae	Pontia_protodice_X_Pontia_daplidice	Laboratory	0.0987841945288754
Lepidoptera	"Butterfly"	Lycaenidae	Pseudophilotes_baton_X_Pseudophilotes_vicrama	Field	0.00766550522648084
Lepidoptera	"Butterfly"	Hesperiidae	Pyrgus_malvae_X_Pyrgus_malvoides	Field	0.00911854103343465
Lepidoptera	"Moth"	Saturniidae	Saturnia_mendocino_X_Saturnia_walterorum	Field	0
Lepidoptera	"Moth"	Saturniidae	Saturnia_pavonia_X_Saturnia_pyri	Laboratory	0.0714285714285714
Lepidoptera	"Moth"	Geometridae	Selenia_bilunaria_X_Selenia_tetralunaria	Laboratory	0.0911854103343465
Lepidoptera	"Moth"	Noctuidae	Spodoptera_descoinsi_X_Spodoptera_latifascia	Laboratory	0.035035035035035
Lepidoptera	"Moth"	Noctuidae	Spodoptera_littoralis_X_Spodoptera_litura	Laboratory	0.0335241210139002
Lepidoptera	"Moth"	Notodontidae	Thaumetopoea_pityocampa_X_Thaumetopoea_wilkinsoni	Field	0.0824742268041237
Lepidoptera	"Moth"	Geometridae	Thera_obeliscata_X_Thera_variata	Laboratory	0.0287610619469027
Lepidoptera	"Moth"	Geometridae	Timandra_comae_X_Timandra_griseata	Field	0.0144478844169247
Lepidoptera	"Moth"	Crambidae	Udea_alpinalis_X_Udea_uliginosalis	Field	0.021602787456446
Lepidoptera	"Moth"	Yponomeutidae	Yponomeuta_cagnagella_X_Yponomeuta_malinellus	Laboratory	0.0122767857142857
Lepidoptera	"Moth"	Yponomeutidae	Yponomeuta_cagnagella_X_Yponomeuta_padella	Laboratory	0.00205549845837616
Lepidoptera	"Moth"	Yponomeutidae	Yponomeuta_malinellus_X_Yponomeuta_padella	Field	0.010022271714922
Lepidoptera	"Butterfly"	Lycaenidae	Zizina_emelina_X_Zizina_otis	Laboratory	0.0137404580152672
Lepidoptera	"Butterfly"	Lycaenidae	Zizina_labradus_X_Zizina_oxleyi	Field	0.0205047318611987
Diptera	Nematocera	Culicidae	Aedes_hendersoni_X_Aedes_zoosophus	Laboratory	0.0106382978723404
Diptera	Nematocera	Culicidae	Aedes_triseriatus_X_Aedes_zoosophus	Laboratory	0.0076103500761035
Diptera	Brachycera	Tephritidae	Anastrepha_fraterculus_X_Anastrepha_obliqua	Field	0.0138522427440633
Diptera	Brachycera	Tephritidae	Anastrepha_fraterculus_X_Anastrepha_sororcula	Laboratory	0.00848656294200849
Diptera	Brachycera	Tephritidae	Anastrepha_obliqua_X_Anastrepha_sororcula	Laboratory	0.0189473684210526
Diptera	Nematocera	Culicidae	Anopheles_albitarsis_X_Anopheles_deaneorum	Laboratory	0.0294117647058824
Diptera	Nematocera	Culicidae	Anopheles_beklemishevi_X_Anopheles_atroparvus	Laboratory	0.0466257668711656
Diptera	Nematocera	Culicidae	Anopheles_coluzzii_X_Anopheles_arabiensis	Field	0.0332464146023468
Diptera	Nematocera	Culicidae	Anopheles_coluzzii_X_Anopheles_quadriannulatus	Laboratory	0.0419651995905834
Diptera	Nematocera	Culicidae	Anopheles_gambiae_X_Anopheles_arabiensis	Field	0.00459619172685489
Diptera	Nematocera	Culicidae	Anopheles_gambiae_X_Anopheles_coluzzii	Field	0.0208197787898504
Diptera	Nematocera	Culicidae	Anopheles_gambiae_X_Anopheles_quadriannulatus	Laboratory	0.0163766632548618
Diptera	Nematocera	Culicidae	Anopheles_melas_X_Anopheles_arabiensis	Laboratory	0.0344155844155844
Diptera	Nematocera	Culicidae	Anopheles_melas_X_Anopheles_gambiae	Laboratory	0.0117570215545395
Diptera	Nematocera	Culicidae	Anopheles_minimus_X_Anopheles_aconitus	Laboratory	0.0725115359261701
Diptera	Nematocera	Culicidae	Anopheles_sinensis_X_Anopheles_kleini	Field	0.0212164073550212
Diptera	Brachycera	Tephritidae	Bactrocera_dorsalis_X_Bactrocera_carambolae	Laboratory	0.0283870967741936
Diptera	Brachycera	Tephritidae	Bactrocera_invadens_X_Bactrocera_dorsalis	Laboratory	0.026814911706998
Diptera	Brachycera	Tephritidae	Bactrocera_occipitalis_X_Bactrocera_philippinensis	Laboratory	0.0215404699738903
Diptera	Brachycera	Tephritidae	Bactrocera_tryoni_X_Bactrocera_jarvisi	Laboratory	0.104968509447166
Diptera	Brachycera	Tephritidae	Bactrocera_tryoni_X_Bactrocera_neohumeralis	Field	0.00736771600803751
Diptera	Brachycera	Tephritidae	Ceratitis_rosa_X_Ceratitis_fasciventris	Laboratory	0.0124858115777526
Diptera	Nematocera	Chironomidae	Chironomus_plumosus_X_Chironomus_balatonicus	Laboratory	0.0823529411764706
Diptera	Nematocera	Chironomidae	Chironomus_plumosus_X_Chironomus_muratensis	Field	0.0875420875420875
Diptera	Nematocera	Chironomidae	Chironomus_riparius_X_Chironomus_piger	Field	0.14306784660767
Diptera	Nematocera	Chironomidae	Chironomus_tentans_X_Chironomus_pallidivittatus	Field	0.0104633781763827
Diptera	Brachycera	Calliphoridae	Chrysomya_megacephala_X_Chrysomya_saffranea	Field	0.00651890482398957
Diptera	Nematocera	Culicidae	Culex_pipiens_X_Culex_quinquefasciatus	Field	0.00260416666666667
Diptera	Brachycera	Drosophilidae	Drosophila_bipectinata_X_Drosophila_malerkotliana	Laboratory	0
Diptera	Brachycera	Drosophilidae	Drosophila_bipectinata_X_Drosophila_parabipectinata	Laboratory	0.00702576112412178
Diptera	Brachycera	Drosophilidae	Drosophila_bipectinata_X_Drosophila_pseudoananassae	Laboratory	0.0257611241217799
Diptera	Brachycera	Drosophilidae	Drosophila_buzzatii_X_Drosophila_koepferae	Laboratory	0
Diptera	Brachycera	Drosophilidae	Drosophila_ezoana_X_Drosophila_montana	Field	0.0944669365721997
Diptera	Brachycera	Drosophilidae	Drosophila_gouveai_X_Drosophila_antonietae	Laboratory	0.0222575516693164
Diptera	Brachycera	Drosophilidae	Drosophila_koepferae_X_Drosophila_antonietae	Laboratory	0.0688405797101449
Diptera	Brachycera	Drosophilidae	Drosophila_lutescens_X_Drosophila_takahashii	Laboratory	0.0234321157822192
Diptera	Brachycera	Drosophilidae	Drosophila_malerkotliana_X_Drosophila_pseudoananassae	Laboratory	0.0222965440356745
Diptera	Brachycera	Drosophilidae	Drosophila_montana_X_Drosophila_lacicola	Field	0.00539083557951483
Diptera	Brachycera	Drosophilidae	Drosophila_orientacea_X_Drosophila_testacea	Laboratory	0.0428994082840237
Diptera	Brachycera	Drosophilidae	Drosophila_parabipectinata_X_Drosophila_malerkotliana	Laboratory	0.00668896321070234
Diptera	Brachycera	Drosophilidae	Drosophila_parabipectinata_X_Drosophila_pseudoananassae	Laboratory	0.0311804008908686
Diptera	Brachycera	Drosophilidae	Drosophila_parapallidosa_X_Drosophila_ananassae	Field	0.181240063593005
Diptera	Brachycera	Drosophilidae	Drosophila_silvestris_X_Drosophila_heteroneura	Laboratory	0.00621546961325967
Diptera	Brachycera	Glossinidae	Glossina_swynnertoni_X_Glossina_morsitans	Laboratory	0.0673886883273165
Diptera	Brachycera	Agromyzidae	Liriomyza_sativae_X_Liriomyza_trifolii	Laboratory	0.0772251308900524
Diptera	Brachycera	Calliphoridae	Lucilia_sericata_X_Lucilia_cuprina	Field	0.0493273542600897
Diptera	Nematocera	Psychodidae	Lutzomyia_longipalpis_X_Lutzomyia_cruzi	Field	0.0349544072948328
Diptera	Nematocera	Psychodidae	Lutzomyia_pseudolongipalpis_X_Lutzomyia_longipalpis	Laboratory	0.0933786078098472
Diptera	Nematocera	Psychodidae	Phlebotomus_perniciosus_X_Phlebotomus_longicuspis	Field	0.054014598540146
Diptera	Brachycera	Tephritidae	Rhagoletis_cerasi_X_Rhagoletis_cingulata	Field	0.102040816326531
Diptera	Brachycera	Tephritidae	Rhagoletis_mendax_X_Rhagoletis_zephyria	Field	0.00439882697947214
Diptera	Brachycera	Tephritidae	Rhagoletis_pomonella_X_Rhagoletis_zephyria	Field	0.00293255131964809
Diptera	Brachycera	Tephritidae	Rhagoletis_zoqui_X_Rhagoletis_ramosae	Laboratory	0
Diptera	Brachycera	Sepsidae	Sepsis_cynipsea_X_Sepsis_neocynipsea	Laboratory	0.00574712643678161
Diptera	Nematocera	Simuliidae	Simulium_arcticum_X_Simulium_saxosum	Field	0.00458015267175573
Diptera	Brachycera	Drosophilidae	Zaprionus_burlai_X_Zaprionus_tuberculatus	Laboratory	0.00427350427350427
Hymenoptera	"Other"	Braconidae	Aphidius_ervi_X_Aphidius_microlophii	Laboratory	0.00589101620029455
Hymenoptera	"Other"	Apidae	Apis_cerana_X_Apis_mellifera	Laboratory	0.10864040660737
Hymenoptera	"Ant"	Formicidae	Camponotus_herculeanus_X_Camponotus_ligniperda	Field	0.0745614035087719
Hymenoptera	"Other"	Braconidae	Cotesia_chilonis_X_Cotesia_sesamiae	Laboratory	0.0243589743589744
Hymenoptera	"Other"	Braconidae	Cotesia_flavipes_X_Cotesia_chilonis	Laboratory	0.0358974358974359
Hymenoptera	"Ant"	Formicidae	Formica_lugubris_X_Formica_pratensis	Field	0.0075187969924812
Hymenoptera	"Ant"	Formicidae	Formica_lugubris_X_Formica_rufa	Field	0.03003003003003
Hymenoptera	"Ant"	Formicidae	Formica_polyctena_X_Formica_rufa	Field	0.0303951367781155
Hymenoptera	"Ant"	Formicidae	Formica_rufa_X_Formica_polyctena	Field	0.0303951367781155
Hymenoptera	"Ant"	Formicidae	Lasius_claviger_X_Lasius_latipes	Field	0.062874251497006
Hymenoptera	"Ant"	Formicidae	Lasius_emarginatus_X_Lasius_platythorax	Field	0.023696682464455
Hymenoptera	"Ant"	Formicidae	Lasius_umbratus_X_Lasius_meridionalis	Field	0.0481203007518797
Hymenoptera	"Other"	Pteromalidae	Nasonia_longicornis_X_Nasonia_giraulti	Laboratory	0.0714776632302405
Hymenoptera	"Other"	Pteromalidae	Nasonia_vitripennis_X_Nasonia_giraulti	Laboratory	0.0978635423845624
Hymenoptera	"Other"	Pteromalidae	Nasonia_vitripennis_X_Nasonia_longicornis	Laboratory	0.0957960027567195
Hymenoptera	"Ant"	Formicidae	Pogonomyrmex_rugosus_X_Pogonomyrmex_barbatus	Field	0.0342205323193916
Hymenoptera	"Ant"	Formicidae	Solenopsis_geminata_X_Solenopsis_xyloni	Field	0.122599704579025
Hymenoptera	"Ant"	Formicidae	Solenopsis_invicta_X_Solenopsis_richteri	Field	0.0490837696335079
Hymenoptera	"Ant"	Formicidae	Temnothorax_crassispinus_X_Temnothorax_crasecundus	Field	0.00920245398773006
Hymenoptera	"Ant"	Formicidae	Temnothorax_nigriceps_X_Temnothorax_unifasciatus	Field	0.108064516129032
Hymenoptera	"Ant"	Formicidae	Temnothorax_nylanderi_X_Temnothorax_crassispinus	Field	0.0276073619631902
Hymenoptera	"Ant"	Formicidae	Temnothorax_tuberum_X_Temnothorax_nigriceps	Field	0.0816
Hymenoptera	"Ant"	Formicidae	Tetramorium_immigrans_X_Tetramorium_caespitum	Field	0.0556318681318681
Hymenoptera	"Other"	Torymidae	Torymus_sinensis_X_Torymus_beneficus	Field	0.0443349753694581
