Order	Cross	Distance
Orthoptera	Chorthippus_albomarginatus_X_Chorthippus_karelini	0.0121739130434783
Orthoptera	Chorthippus_albomarginatus_X_Chorthippus_oschei	0.0121739130434783
Orthoptera	Chorthippus_biguttulus_X_Chorthippus_brunneus	0.0030441400304414
Orthoptera	Chorthippus_biguttulus_X_Chorthippus_mollis	0.0015220700152207
Orthoptera	Chorthippus_brunneus_X_Chorthippus_jacobsi	0.0112676056338028
Orthoptera	Chorthippus_oschei_X_Chorthippus_karelini	0.00695652173913044
Orthoptera	Chorthippus_parallelus_X_Chorthippus_montanus	0.0385321100917431
Orthoptera	Cyphoderris_buckelli_X_Cyphoderris_monstrosa	0.0719874804381847
Orthoptera	Gryllus_bimaculatus_X_Gryllus_campestris	0.033434650455927
Orthoptera	Gryllus_firmus_X_Gryllus_pennsylvanicus	0.0106707317073171
Orthoptera	Tetrix_ceperoi_X_Tetrix_subulata	0.126934984520124
Orthoptera	Tetrix_undulata_X_Tetrix_subulata	0.12888198757764
Diptera	Anastrepha_bistrigata_X_Anastrepha_striata	0.0202808112324493
Diptera	Anastrepha_fraterculus_X_Anastrepha_obliqua	0.00173310225303293
Diptera	Anopheles_albitarsis_X_Anopheles_deaneorum	0.0307219662058372
Diptera	Anopheles_gambiae_X_Anopheles_coluzzii	0.00936454849498328
Diptera	Anopheles_merus_X_Anopheles_coluzzii	0.026530612244898
Diptera	Anopheles_merus_X_Anopheles_gambiae	0.017579445571332
Diptera	Anopheles_sinensis_X_Anopheles_pullus	0.029126213592233
Diptera	Bactrocera_tryoni_X_Bactrocera_neohumeralis	0.00163934426229508
Diptera	Chironomus_riparius_X_Chironomus_piger	0.15
Diptera	Drosophila_lini_X_Drosophila_ogumai	0.0137165251469628
Diptera	Drosophila_mojavensis_X_Drosophila_arizonae	0.0231023102310231
Diptera	Drosophila_neotestacea_X_Drosophila_orientacea	0.0473684210526316
Diptera	Drosophila_nepalensis_X_Drosophila_trilutea	0.00921658986175115
Diptera	Drosophila_novamexicana_X_Drosophila_americana	0.00606980273141123
Diptera	Drosophila_ogumai_X_Drosophila_ohnishii	0.0143509458577952
Diptera	Drosophila_parapallidosa_X_Drosophila_ananassae	0.457142857142857
Diptera	Drosophila_silvestris_X_Drosophila_heteroneura	0
Diptera	Drosophila_testacea_X_Drosophila_neotestacea	0.0509868421052632
Diptera	Drosophila_testacea_X_Drosophila_orientacea	0.0435483870967742
Diptera	Drosophila_virilis_X_Drosophila_americana	0.0546282245827011
Diptera	Drosophila_virilis_X_Drosophila_novamexicana	0.0515933232169954
Diptera	Evandromyia_carmelinoi_X_Evandromyia_lenti	0.00184162062615101
Diptera	Liriomyza_trifolii_X_Liriomyza_sativae	0.0783582089552239
Diptera	Lutzomyia_pseudolongipalpis_X_Lutzomyia_longipalpis	0.0849220103986135
Diptera	Phlebotomus_papatasi_X_Phlebotomus_bergeroti	0.00476947535771065
Diptera	Phlebotomus_papatasi_X_Phlebotomus_duboscqi	0.102739726027397
Diptera	Rhagoletis_berberis_X_Rhagoletis_suavis	0.0542986425339367
Diptera	Rhagoletis_cingulata_X_Rhagoletis_indifferens	0
Diptera	Rhagoletis_completa_X_Rhagoletis_zoqui	0.00202429149797571
Diptera	Rhagoletis_indifferens_X_Rhagoletis_basiola	0.0855018587360595
Diptera	Rhagoletis_indifferens_X_Rhagoletis_cingulata	0
Diptera	Rhagoletis_indifferens_X_Rhagoletis_pomonella	0.0784982935153584
Diptera	Rhagoletis_indifferens_X_Rhagoletis_suavis	0.0472972972972973
Diptera	Rhagoletis_mendax_X_Rhagoletis_zephyria	0.00458715596330275
Diptera	Rhagoletis_pomonella_X_Rhagoletis_basiola	0.0891089108910891
Diptera	Rhagoletis_pomonella_X_Rhagoletis_suavis	0.081039755351682
Diptera	Sepsis_neocynipsea_X_Sepsis_cynipsea	0
Diptera	Sepsis_pyrrhosoma_X_Sepsis_flavimana	0.0594405594405594
Diptera	Urophora_affinis_X_Urophora_quadrifasciata	0.0425531914893617
Diptera	Zonosemata_electa_X_Rhagoletis_pomonella	0.0960264900662252
Hymenoptera	Aphidius_microlophii_X_Aphidius_eadyi	0.0586319218241042
Hymenoptera	Camponotus_herculeanus_X_Camponotus_ligniperda	0.0751252086811352
Hymenoptera	Nasonia_giraulti_X_Nasonia_vitripennis	0.12214983713355
Hymenoptera	Nasonia_longicornis_X_Nasonia_vitripennis	0.114192495921697
Hymenoptera	Neodiprion_pinetum_X_Neodiprion_lecontei	0.00718132854578097
Hymenoptera	Plutella_xylostella_X_Plutella_australiana	0.0789473684210526
Hymenoptera	Polistes_fuscatus_X_Polistes_metricus	0.0167682926829268
Hymenoptera	Trissolcus_plautiae_X_Trissolcus_japonicus	0.138271604938272
